0~499 Day Event,,,,,,,,,,,,,,,,
500~999 Story,,,,,,,,,,,,,,,,
1000~1999 퀘스트보드,,,,,,,,,,,,,,,,
"2000~9999 NPC이벤트",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Type(Bubble:Quest),ID,keyName,index,optionString,mainText_KR,mainText_EN,mainText_JP,mainText_SCC,,,Title_KR,Title_EN,Title_JP,Title_SCC,,
,,,2,@Target::PlayerPos::Target,앗!,Oh!,あっ！,啊！,,,,,,,,
,,,3,,그러고 보니 안 먹은 지 꽤 오래됐네요.,Now that you mention it- it's been a while since I last ate.,言われてみれば- 食べてないのはかなり長いですね。,这么一说- 我已经很久没吃东西了。,,,,,,,,
,,,4,,잊어버리고 있었어요.,I completely forgot about it.,忘れていました。,我完全忘记了。,,,,,,,,
,,,5,@Target::UnitPos::Target,…그게 말이 되는 소리라고 생각해?,...Do you think that makes any sense?,...それが筋の通った話だと思うのか？,...你觉得这说得通吗？,,,,,,,,
,,,6,@Target::PlayerPos::Target,던전과 계약한 순간부터 배가 전혀 안 고프더라구요.,Ever since I made the contract with the dungeon- I haven't felt hungry at all.,ダンジョンと契約した瞬間から- 全然お腹が空かなくなったんです。,自从与地下城签订契约后- 我就完全不觉得饿了。,,,,,,,,
,,,7,,상처가 생겨도 금방 회복되는 것 같고.,Even when I get injured- I seem to heal quickly.,怪我しても- すぐに回復するみたいで。,即使受伤- 好像也很快就恢复了。,,,,,,,,
,,,8,,아무래도 던전의 마나 덕분인 것 같아요.,I think it's probably thanks to the dungeon's mana.,どうもダンジョンのマナのおかげみたいです。,我想可能是因为地下城的魔力的缘故。,,,,,,,,
,,,9,@Target::UnitPos::Target,네가 무슨 이슬만 먹고 사는 요정이니?,What are you- some fairy living off dew?,お前が何か- 露だけで生きている妖精かなにかか？,你是什么- 靠露水生存的精灵吗？,,,,,,,,
,,,10,@Target::PlayerPos::Target,……비슷하다고 볼 수 있을지도?,...Maybe it's something like that?,...似てるかもしれませんね？,...也许有点像？,,,,,,,,
,,,11,@Target::UnitPos::Target,아무튼- 필요 없더라도 가끔은 식사를 하도록 해.,Anyway- even if you don't need to- have a meal occasionally.,とにかく- 必要なくても- たまには食事をするようにしろ。,总之- 即使不需要- 也要偶尔吃顿饭。,,,,,,,,
,,,12,@Target::PlayerPos::Target,네? 왜요?,Huh? Why?,え？ どうしてですか？,诶？ 为什么？,,,,,,,,
,,,13,@Target::UnitPos::Target,맨날 나 혼자 먹으니까 심심하잖아.,It's boring eating alone all the time.,いつも私一人で食べるから退屈なんだよ。,每天就我一个人吃- 很无聊啊。,,,,,,,,
,,,14,,다른 사람도 없는데 말야.,There's no one else around- you know.,他に誰もいないしな。,这里又没有其他人。,,,,,,,,
,,,15,@Target::PlayerPos::Target,그런거라면 뭐...,Well- if that's the case...,そういうことなら- まあ...,如果是这样的话- 那...,,,,,,,,
,,,16,,그런데 저로 괜찮으신가요?,But are you sure you're okay with me?,でも- 僕でいいんですか？,但是我可以吗？,,,,,,,,
,,,17,@Target::UnitPos::Target,다른 선택지가 없으니 어쩔 수 없지.,I don't have any other options- so I'll make do.,他に選択肢がないんだから仕方ないだろ。,没有其他选择- 只能这样了。,,,,,,,,
,,,18,@Target::PlayerPos::Target,알겠습니다. \가끔은 같이 먹을게요.,Alright. \I'll eat with you sometimes.,わかりました。\たまには一緒に食べますね。,我明白了。\我会偶尔和你一起吃饭的。,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Bubble,190112,Heroin_Day6,0,@Target::UnitPos::Target,슬슬 던전도 익숙해졌네.,You've gotten pretty used to the dungeon now.,そろそろダンジョンにも慣れてきたね。,你渐渐习惯地下城了呢。,,,,,,,,
,,,1,@Target::PlayerPos::Target,다행이네요. 힘들어할 줄 알았는데.,That's good. I thought you might have a hard time.,よかったです。大変だと思っていたのに。,太好了。我还以为你会觉得很困难呢。,,,,,,,,
,,,2,@Target::UnitPos::Target,모험가라면 던전에서 하루 이틀 야영하는 것 정도는 흔하니까.,For adventurers- camping in a dungeon for a day or two is quite common.,冒険者なら- ダンジョンで一日二日野営するのはよくあることだからね。,对冒险者来说- 在地下城里露营一两天是很常见的事。,,,,,,,,
,,,3,,물론 계속 살게 되는 건 다른 문제지만 말이야.,Of course- living here permanently is a different matter.,もちろん- ずっと住むのは別問題だけど。,当然- 一直住在这里就是另一回事了。,,,,,,,,
,,,4,,그것보다 이 던전- 도대체 끝이 어디야?,More importantly- where does this dungeon end?,それより- このダンジョン- 一体どこまで続いているの？,话说回来- 这个地下城到底在哪里结束？,,,,,,,,
,,,5,@Target::PlayerPos::Target,글쎄요…? \마나만 있으면 좀 더 확장할 수 있는 것 같아요.,I'm not sure...? \It seems we can expand it further as long as we have mana.,さあ...？ \マナさえあれば- もっと拡張できそうです。,我也不清楚...？\只要有魔力- 似乎就能继续扩张。,,,,,,,,
,,,6,@Target::UnitPos::Target,그 말은 아직 끝이 어딘지도 모른다는 거네.,So you're saying you don't even know where it ends.,つまり- まだ終わりがどこかも分からないってことだね。,也就是说- 你连它在哪里结束都不知道。,,,,,,,,
,,,7,,모험할 맛 나겠는걸?,Sounds like it'll be fun to explore- doesn't it?,冒険しがいがありそうじゃない？,听起来很有探险价值呢- 不是吗？,,,,,,,,
,,,8,@Target::PlayerPos::Target,…사는 곳을 모험한다니 조금 이상하지 않나요?,...Isn't it a bit strange to explore the place you live in?,...住んでいる場所を冒険するのは- ちょっと変じゃないですか？,...探险自己住的地方- 是不是有点奇怪？,,,,,,,,
,,,9,@Target::UnitPos::Target,뭐 어때. \새로운 곳은 실제로 처음 보는 공간일 텐데.,Who cares. \The new areas will be spaces you've never seen before.,まあ- いいじゃない。\新しい場所は実際に初めて見る空間なんだし。,管它呢。\新的区域对你来说都是第一次见到的空间。,,,,,,,,
,,,10,,다음에 던전이 확장될 때 가장 먼저 모험하러 가자.,Let's be the first to explore when the dungeon expands next time.,次にダンジョンが拡張されたら- 真っ先に冒険しに行こう。,下次地下城扩张时- 我们第一个去探险吧。,,,,,,,,
,,,11,@Target::PlayerPos::Target,네? 저도요?,What? Me too?,え？ 僕も？,什么？ 我也去？,,,,,,,,
,,,12,@Target::UnitPos::Target,당연하지. \길을 네가 아는데- 나 혼자 가라는거야?,Of course. \You know the way- how could I go alone?,当たり前だよ。\道を知っているのは君なのに- 一人で行けっていうの？,当然了。\你知道路- 难道让我一个人去吗？,,,,,,,,
,,,13,@Target::PlayerPos::Target,(길을 몰라야지 모험 아닌가…?),(Isn't it not an adventure if you know the way...?),（道を知らないからこそ冒険なんじゃ...？）,（不知道路才叫探险吧...？）,,,,,,,,
,,,14,,뭐… 알겠습니다.,Well... Alright.,まあ... わかりました。,好吧... 我明白了。,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Bubble,190113,Heroin_Day9,0,@Target::UnitPos::Target,네가 없어지면 이 던전은 어떻게 되는 거야?,What happens to this dungeon if you disappear?,君がいなくなったら- このダンジョンはどうなるの？,如果你消失了- 这个地下城会怎么样？,,,,,,,,
,,,1,@Target::PlayerPos::Target,글쎄요? \저도 잘 모르겠어요.,I'm not sure? \I don't really know.,さあ？ \僕もよく分かりません。,我也不确定？\我也不太清楚。,,,,,,,,
,,,2,,아마 그냥 이전처럼 평범한 던전으로 돌아가지 않을까요?,Maybe it'll just go back to being a normal dungeon like before?,たぶん- 以前のような普通のダンジョンに戻るんじゃないでしょうか？,也许会变回以前那样普通的地下城吧？,,,,,,,,
,,,3,@Target::UnitPos::Target,그건… 재미없겠는걸.,That... would be boring.,それは... つまらないな。,那... 太无聊了。,,,,,,,,
,,,4,@Target::PlayerPos::Target,아니면 누군가 제 역할을 대신하게 될지도?,Or maybe someone else will take over my role?,それとも- 誰かが僕の役割を引き継ぐのかも？,或者- 可能会有人接替我的角色？,,,,,,,,
,,,5,@Target::UnitPos::Target,그것도… 재미없어.,That's... boring too.,それも... つまらないよ。,那也... 很无聊。,,,,,,,,
,,,6,@Target::PlayerPos::Target,{?},{?},{?},{?},,,,,,,,
,,,7,,지금이랑 다를 게 없지 않나요?,Wouldn't it be the same as now?,今と変わらないんじゃないですか？,不就和现在一样吗？,,,,,,,,
,,,8,@Target::UnitPos::Target,다르거든? 바보야.,It's different- you dummy.,違うんだよ- バカ。,不一样的- 笨蛋。,,,,,,,,
,,,9,,그때 되면 나도 여기 없을 거야.,I won't be here then either.,そのときは- 私もここにいないからね。,那时候我也不会在这里了。,,,,,,,,
,,,10,@Target::PlayerPos::Target,(…화내는 건가?),(...Is he getting angry?),（...怒っているのかな？）,（...他在生气吗？）,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Bubble,190114,Heroin_Day15,0,@Target::UnitPos::Target,어쩌면…,Maybe...,ひょっとしたら...,也许...,,,,,,,,
,,,1,,어쩌면 말이야.,Just maybe.,ひょっとしたらね。,也许吧。,,,,,,,,
,,,2,,나는 처음부터 이 던전에 올 운명이었을지도.,I might have been destined to come to this dungeon from the start.,私は最初からこのダンジョンに来る運命だったのかもしれない。,我可能从一开始就注定要来这个地下城。,,,,,,,,
,,,3,@Target::PlayerPos::Target,그게 무슨 소리예요?,What do you mean?,どういう意味ですか？,这是什么意思？,,,,,,,,
,,,4,@Target::UnitPos::Target,모든 상황이- 그리고 무엇보다 네가.,Everything- and most of all- you.,全ての状況が- そして何より君が。,所有的情况- 尤其是你。,,,,,,,,
,,,5,,나를 여기로 이끌었다는 느낌.,It feels like you led me here.,私をここに導いたような気がするんだ。,感觉像是你把我引导到这里的。,,,,,,,,
,,,6,@Target::PlayerPos::Target,에이- 그럴 리가 없잖아요. \알던 사이도 아니고.,Come on- that can't be. \We didn't even know each other before.,えー- そんなはずないじゃないですか。\知り合いでもなかったのに。,哎呀- 不可能吧。\我们之前又不认识。,,,,,,,,
,,,7,@Target::UnitPos::Target,그렇겠지? \그냥… 갑자기 그런 생각이 들었어.,Right? \It's just... I suddenly had that thought.,そうだよね？ \ただ... 急にそんな気がしただけさ。,是吧？\只是... 突然有这种感觉而已。,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Bubble,190121,Heroin_Lv5,0,@Target::UnitPos::Target,이상해.,It's strange.,変だな。,真奇怪。,,,,,,,,
,,,1,@Target::PlayerPos::Target,뭐가요?,What is?,何がですか？,什么奇怪？,,,,,,,,
,,,2,@Target::UnitPos::Target,너무 빠르게 성장하고 있는 것 같아.,I feel like I'm growing too fast.,成長が速すぎる気がするんだ。,感觉我成长得太快了。,,,,,,,,
,,,3,@Target::PlayerPos::Target,그럼 좋은 거 아니에요?,Isn't that a good thing?,それはいいことじゃないですか？,那不是好事吗？,,,,,,,,
,,,4,@Target::UnitPos::Target,그건 맞는데- 이상하다는 거지.,Yes- but it's still strange.,そうなんだけど- やっぱり変なんだ。,是好事- 但还是很奇怪。,,,,,,,,
,,,5,,보통은 이렇게 단시간에 강해질 수 없어.,Usually- you can't get this strong in such a short time.,普通- こんな短期間でこれほど強くなることはないよ。,通常来说- 不可能在这么短的时间内变得这么强。,,,,,,,,
,,,6,@Target::PlayerPos::Target,음… 전투와 훈련을 많이 해서 그런 거 아닐까요?,Hmm... Maybe it's because of all the fighting and training?,うーん...戦闘と訓練をたくさんしたからじゃないですか？,嗯...也许是因为战斗和训练太多了？,,,,,,,,
,,,7,@Target::UnitPos::Target,그럼 내가 평소엔 훈련을 안 하고 놀기만 했다는 거야?,Are you saying I usually just goof off without training?,じゃあ- 普段は訓練もせずに遊んでばかりだったってこと？,你是说我平时都不训练- 只顾着玩吗？,,,,,,,,
,,,8,@Target::PlayerPos::Target,아니- 그건 아니고…,No- that's not what I meant...,いえ- そうじゃなくて...,不- 我不是那个意思...,,,,,,,,
,,,9,@Target::UnitPos::Target,후훗- 장난이야.,Hehe- I'm just kidding.,ふふっ- 冗談だよ。,呵呵- 开玩笑的。,,,,,,,,
,,,10,,그렇지만 그거랑 별개로 성장 속도가 비약적으로 늘어났다는 느낌.,But still- it feels like my growth rate has increased dramatically.,でも- それとは別に成長速度が飛躍的に上がった感じがするんだ。,但是- 确实感觉成长速度突飞猛进。,,,,,,,,
,,,11,@Target::PlayerPos::Target,그렇군요.,I see.,そうですか。,原来如此。,,,,,,,,
,,,12,,뭐- 강해지면 좋은 거니까요.,Well- getting stronger is a good thing- right?,まあ- 強くなるのはいいことですからね。,嗯- 变强总是好事- 对吧？,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Bubble,190122,Heroin_Lv10,0,@Target::UnitPos::Target,생각해 봤는데- 이렇게 빨리 강해질 수 있는 건,I've been thinking- the reason I can get stronger so quickly,考えてみたんだけど- こんなに早く強くなれるのは,我想了想- 我能这么快变强,,,,,,,,
,,,1,,아무래도 네 덕인 것 같아.,It must be thanks to you.,やっぱり君のおかげだと思う。,一定是多亏了你。,,,,,,,,
,,,2,@Target::PlayerPos::Target,역시 제 훈련의 덕분인가요?,Is it because of my training?,僕の訓練のおかげですか？,是因为我的训练吗？,,,,,,,,
,,,3,@Target::UnitPos::Target,그건 아니고.,No- that's not it.,そうじゃなくて。,不- 不是那样的。,,,,,,,,
,,,4,,정확히는 이 던전 덕분이랄까?,More precisely- it's thanks to this dungeon- I'd say?,正確には- このダンジョンのおかげかな？,更准确地说- 是多亏了这个地下城吧？,,,,,,,,
,,,5,,이 던전에 흘러넘치는 마나 덕분에 레벨이 엄청 빠르게 오르는 거지.,The overflowing mana in this dungeon is making my level rise incredibly fast.,このダンジョンに溢れるマナのおかげで- レベルがすごい速さで上がっているんだ。,这个地下城里充溢的魔力让我的等级飞速提升。,,,,,,,,
,,,6,@Target::PlayerPos::Target,아하… \이 던전에 대해선 저도 잘 모르는 부분이 많아요.,Ah... \There's still a lot I don't know about this dungeon.,あぁ... \このダンジョンについては- 僕もよく分からないことがたくさんあります。,啊... \关于这个地下城- 我还有很多不了解的地方。,,,,,,,,
,,,7,,정확히 어떻게 강해질 수 있는지는 모르겠지만.,I'm not sure exactly how it makes us stronger- but...,どうやって強くなれるのか- 正確には分からないけど。,虽然不太清楚具体是怎么变强的- 但...,,,,,,,,
,,,8,,어쨌든 잘됐네요.,Anyway- that's great.,とにかく- よかったですね。,总之- 这很好啊。,,,,,,,,
,,,9,@Target::UnitPos::Target,그래. 고마워.,Yeah. Thanks.,うん。ありがとう。,嗯。谢谢你。,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Bubble,190123,Heroin_Lv15,0,@Target::UnitPos::Target,생각해 봤는데- 아무래도 이상한 부분이 있어.,I've been thinking- there's definitely something odd.,考えてみたんだけど- やっぱり変なところがある。,我想了想- 还是有些奇怪的地方。,,,,,,,,
,,,1,@Target::PlayerPos::Target,또요? \정말 이상한 것도 많네요.,Again? \There sure are a lot of strange things.,また？ \本当に変なことが多いですね。,又来？ \真是奇怪的事情不少啊。,,,,,,,,
,,,2,@Target::UnitPos::Target,그렇지만 정말 이상한걸?,But this is really weird!,でも- 本当に変なんだよ！,但这真的很奇怪！,,,,,,,,
,,,3,,봐봐. \나는 던전에 오고나서 단기간에 이렇게 빨리 강해졌는데 말이야.,Look. \I've gotten this strong in such a short time since coming to the dungeon.,ほら。\僕はダンジョンに来てから短期間でこんなに強くなったのに。,你看。\我来到地下城后- 在这么短的时间内就变得这么强。,,,,,,,,
,,,4,,너는 진작부터 던전에 있었으면서 왜 이렇게 약한 거야?,But you've been here much longer- so why are you still so weak?,君はずっと前からダンジョンにいたのに- なんでこんなに弱いの？,但你在这里已经很久了- 为什么还这么弱呢？,,,,,,,,
,,,5,@Target::PlayerPos::Target,{...},{...},{...},{...},,,,,,,,
,,,6,,……그러게요?,...You're right?,......そうですね？,......说得对呢？,,,,,,,,
,,,7,@Target::UnitPos::Target,그렇지? \네가 생각해도 이상하지?,See? \Don't you think it's strange too?,でしょ？ \君が考えても変じゃない？,对吧？ \你不觉得很奇怪吗？,,,,,,,,
,,,8,@Target::PlayerPos::Target,그냥 제가 자주 싸우지 않아서 그런 거 아닐까요?,Maybe it's just because I don't fight often?,単に僕があまり戦わないからじゃないですか？,也许只是因为我不常战斗？,,,,,,,,
,,,9,@Target::UnitPos::Target,그렇다기엔 아예 안 싸우는 것도 아니잖아.,But you do fight sometimes- don't you?,でも- 全く戦わないわけじゃないよね。,但你也不是完全不战斗吧。,,,,,,,,
,,,10,,내 말은- 뭘 해도 거의 성장하지 않는다는 느낌이야.,What I mean is- it feels like you hardly grow at all- no matter what you do.,僕が言いたいのは- 何をしてもほとんど成長しない感じがするってこと。,我的意思是- 感觉你无论做什么都几乎不会成长。,,,,,,,,
,,,11,,아니 더 정확히 말하면- 그대로 멈춰있달까?,Or more precisely- like you're stuck in place?,もっと正確に言えば- そのまま止まっているような？,或者更准确地说- 好像停滞不前？,,,,,,,,
